respondent_id,h1n1_vaccine,seasonal_vaccine
45795,0.09,0.65
45796,0.06,0.03
45797,0.10,0.17
45798,0.71,0.85
45799,0.37,0.21
45800,0.06,0.13
45801,0.30,0.56
45802,0.80,0.78
45803,0.05,0.13
45804,0.20,0.41
45805,0.42,0.31
45806,0.37,0.34
45807,0.48,0.55
45808,0.11,0.29
45809,0.18,0.50
45810,0.29,0.82
45811,0.17,0.28
45812,0.25,0.28
45813,0.18,0.17
45814,0.72,0.67
45815,0.33,0.24
45816,0.84,0.92
45817,0.33,0.36
45818,0.29,0.36
45819,0.50,0.77
45820,0.15,0.34
45821,0.13,0.62
45822,0.10,0.72
45823,0.13,0.84
45824,0.13,0.38
45825,0.14,0.41
45826,0.12,0.10
45827,0.10,0.24
45828,0.15,0.15
45829,0.08,0.23
45830,0.28,0.90
45831,0.23,0.32
45832,0.34,0.11
45833,0.13,0.18
45834,0.85,0.87
45835,0.07,0.15
45836,0.49,0.54
45837,0.12,0.60
45838,0.51,0.63
45839,0.05,0.31
45840,0.27,0.27
45841,0.08,0.13
45842,0.18,0.32
45843,0.16,0.65
45844,0.35,0.83
45845,0.54,0.73
45846,0.68,0.78
45847,0.16,0.80
45848,0.26,0.12
45849,0.55,0.78
45850,0.21,0.42
45851,0.46,0.59
45852,0.37,0.76
45853,0.20,0.27
45854,0.49,0.65
45855,0.19,0.33
45856,0.22,0.24
45857,0.11,0.23
45858,0.36,0.51
45859,0.09,0.16
45860,0.47,0.59
45861,0.68,0.80
45862,0.42,0.77
45863,0.10,0.47
45864,0.07,0.25
45865,0.81,0.85
45866,0.08,0.14
45867,0.12,0.32
45868,0.12,0.52
45869,0.11,0.31
45870,0.11,0.32
45871,0.14,0.71
45872,0.70,0.81
45873,0.13,0.34
45874,0.44,0.82
45875,0.07,0.06
45876,0.87,0.95
45877,0.38,0.82
45878,0.16,0.41
45879,0.21,0.15
45880,0.16,0.54
45881,0.50,0.67
45882,0.10,0.37
45883,0.06,0.82
45884,0.36,0.38
45885,0.41,0.72
45886,0.12,0.90
45887,0.78,0.72
45888,0.72,0.82
45889,0.11,0.23
45890,0.10,0.16
45891,0.11,0.18
45892,0.71,0.72
45893,0.69,0.89
45894,0.15,0.17
45895,0.11,0.33
45896,0.17,0.72
45897,0.04,0.21
45898,0.16,0.61
45899,0.24,0.67
45900,0.44,0.71
45901,0.70,0.88
45902,0.25,0.83
45903,0.08,0.36
45904,0.05,0.20
45905,0.54,0.76
45906,0.79,0.89
45907,0.08,0.22
45908,0.19,0.33
45909,0.28,0.62
45910,0.07,0.24
45911,0.39,0.50
45912,0.43,0.81
45913,0.02,0.05
45914,0.13,0.16
45915,0.30,0.85
45916,0.53,0.72
45917,0.43,0.80
45918,0.09,0.07
45919,0.15,0.17
45920,0.47,0.53
45921,0.42,0.54
45922,0.42,0.63
45923,0.07,0.13
45924,0.32,0.75
45925,0.80,0.75
45926,0.08,0.18
45927,0.18,0.44
45928,1.00,0.98
45929,0.65,0.76
45930,0.13,0.60
45931,0.32,0.50
45932,0.07,0.25
45933,0.26,0.25
45934,0.17,0.25
45935,0.24,0.48
45936,0.33,0.70
45937,0.11,0.54
45938,0.35,0.74
45939,0.40,0.48
45940,0.10,0.66
45941,0.15,0.17
45942,0.28,0.19
45943,0.20,0.61
45944,0.06,0.07
45945,0.67,0.86
45946,0.12,0.45
45947,0.19,0.77
45948,0.79,0.95
45949,0.07,0.18
45950,0.64,0.63
45951,0.34,0.42
45952,0.20,0.73
45953,0.13,0.18
45954,0.32,0.52
45955,0.26,0.69
45956,0.42,0.79
45957,0.64,0.85
45958,0.71,0.78
45959,0.08,0.90
45960,0.32,0.75
45961,0.52,0.71
45962,0.25,0.66
45963,0.07,0.23
45964,0.22,0.52
45965,0.08,0.12
45966,0.15,0.13
45967,0.16,0.74
45968,0.42,0.71
45969,0.20,0.65
45970,0.59,0.82
45971,0.72,0.87
45972,0.12,0.64
45973,0.11,0.35
45974,0.19,0.33
45975,0.49,0.66
45976,0.07,0.10
45977,0.86,0.80
45978,0.05,0.16
45979,0.28,0.39
45980,0.51,0.43
45981,0.62,0.60
45982,0.60,0.79
45983,0.60,0.64
45984,0.07,0.25
45985,0.86,0.91
45986,0.93,0.92
45987,0.11,0.14
45988,0.09,0.79
45989,0.16,0.41
45990,0.08,0.22
45991,0.28,0.82
45992,0.04,0.09
45993,0.79,0.89
45994,0.31,0.72
45995,0.46,0.61
45996,0.37,0.21
45997,0.93,0.85
45998,0.68,0.92
45999,0.25,0.69
46000,0.40,0.38
46001,0.22,0.17
46002,0.19,0.21
46003,0.47,0.41
46004,0.15,0.51
46005,0.07,0.86
46006,0.13,0.86
46007,0.58,0.83
46008,0.24,0.22
46009,0.16,0.57
46010,0.59,0.39
46011,0.34,0.81
46012,0.58,0.48
46013,0.19,0.29
46014,0.21,0.17
46015,0.33,0.62
46016,0.08,0.87
46017,0.12,0.33
46018,0.43,0.53
46019,0.40,0.53
46020,0.07,0.18
46021,0.22,0.39
46022,0.65,0.54
46023,0.20,0.75
46024,0.44,0.80
46025,0.12,0.89
46026,0.29,0.38
46027,0.29,0.49
46028,0.17,0.40
46029,0.05,0.13
46030,0.48,0.62
46031,0.21,0.37
46032,0.50,0.42
46033,0.41,0.54
46034,0.26,0.76
46035,0.11,0.24
46036,0.15,0.13
46037,0.03,0.16
46038,0.22,0.26
46039,0.10,0.33
46040,0.07,0.78
46041,0.07,0.19
46042,0.03,0.05
46043,0.62,0.79
46044,0.40,0.54
46045,0.17,0.51
46046,0.10,0.27
46047,0.80,0.85
46048,0.21,0.26
46049,0.23,0.59
46050,0.54,0.72
46051,0.04,0.11
46052,0.88,0.85
46053,0.06,0.79
46054,0.87,0.93
46055,0.08,0.22
46056,0.77,0.61
46057,0.10,0.24
46058,0.34,0.47
46059,0.83,0.85
46060,0.27,0.49
46061,0.04,0.07
46062,0.14,0.43
46063,0.24,0.78
46064,0.22,0.32
46065,0.16,0.17
46066,0.06,0.94
46067,0.25,0.72
46068,0.51,0.77
46069,0.13,0.33
46070,0.25,0.17
46071,0.15,0.40
46072,0.37,0.51
46073,0.25,0.43
46074,0.46,0.91
46075,0.11,0.05
46076,0.08,0.14
46077,0.23,0.19
46078,0.12,0.07
46079,0.48,0.22
46080,0.23,0.25
46081,0.41,0.52
46082,0.12,0.26
46083,0.08,0.09
46084,0.35,0.58
46085,0.39,0.55
46086,0.34,0.79
46087,0.10,0.09
46088,0.18,0.25
46089,0.31,0.69
46090,0.03,0.05
46091,0.88,0.95
46092,0.61,0.85
46093,0.05,0.24
46094,0.15,0.15
46095,0.20,0.91
46096,0.15,0.46
46097,0.08,0.03
46098,0.14,0.57
46099,0.54,0.48
46100,0.49,0.53
46101,0.20,0.12
46102,0.30,0.45
46103,0.69,0.44
46104,0.36,0.73
46105,0.34,0.31
46106,0.13,0.75
46107,0.72,0.79
46108,0.17,0.34
46109,0.34,0.26
46110,0.19,0.23
46111,0.70,0.82
46112,0.19,0.46
46113,0.04,0.11
46114,0.23,0.95
46115,0.44,0.73
46116,0.06,0.05
46117,0.22,0.32
46118,0.15,0.92
46119,0.23,0.88
46120,0.20,0.51
46121,0.52,0.39
46122,0.14,0.14
46123,0.12,0.34
46124,0.13,0.28
46125,0.22,0.57
46126,0.34,0.92
46127,0.46,0.57
46128,0.74,0.82
46129,0.35,0.52
46130,0.11,0.11
46131,0.35,0.85
46132,0.12,0.15
46133,0.30,0.50
46134,0.16,0.73
46135,0.22,0.19
46136,0.14,0.76
46137,0.80,0.88
46138,0.10,0.15
46139,0.04,0.23
46140,0.75,0.82
46141,0.50,0.59
46142,0.38,0.35
46143,0.27,0.47
46144,0.30,0.77
46145,0.24,0.24
46146,0.17,0.43
46147,0.27,0.33
46148,0.78,0.90
46149,0.21,0.91
46150,0.64,0.77
46151,0.07,0.10
46152,0.24,0.27
46153,0.21,0.46
46154,0.21,0.29
46155,0.55,0.77
46156,0.29,0.51
46157,0.21,0.16
46158,0.73,0.44
46159,0.24,0.47
46160,0.36,0.84
46161,0.09,0.15
46162,0.12,0.78
46163,0.09,0.12
46164,0.18,0.25
46165,0.18,0.38
46166,0.29,0.13
46167,0.55,0.78
46168,0.16,0.25
46169,0.20,0.47
46170,0.61,0.84
46171,0.70,0.74
46172,0.08,0.18
46173,0.07,0.14
46174,0.30,0.51
46175,0.33,0.56
46176,0.17,0.36
46177,0.34,0.48
46178,0.56,0.27
46179,0.39,0.75
46180,0.08,0.05
46181,0.18,0.37
46182,0.10,0.90
46183,0.41,0.56
46184,0.08,0.43
46185,0.64,0.76
46186,0.56,0.89
46187,0.35,0.54
46188,0.31,0.49
46189,0.13,0.40
46190,0.06,0.29
46191,0.63,0.37
46192,0.16,0.38
46193,0.61,0.85
46194,0.47,0.58
46195,0.12,0.14
46196,0.09,0.51
46197,0.15,0.76
46198,0.96,0.96
46199,0.34,0.19
46200,0.04,0.17
46201,0.51,0.72
46202,0.16,0.55
46203,0.09,0.38
46204,0.30,0.56
46205,0.09,0.29
46206,0.16,0.38
46207,0.45,0.72
46208,0.13,0.78
46209,0.04,0.13
46210,0.10,0.39
46211,0.07,0.05
46212,0.07,0.29
46213,0.22,0.12
46214,0.27,0.68
46215,0.12,0.69
46216,0.10,0.49
46217,0.11,0.20
46218,0.09,0.23
46219,0.26,0.66
46220,0.23,0.54
46221,0.12,0.18
46222,0.18,0.50
46223,0.35,0.37
46224,0.03,0.09
46225,0.93,0.87
46226,0.14,0.24
46227,0.16,0.26
46228,0.30,0.76
46229,0.14,0.66
46230,0.10,0.16
46231,0.33,0.87
46232,0.07,0.10
46233,0.09,0.32
46234,0.13,0.42
46235,0.94,0.94
46236,0.29,0.64
46237,0.69,0.83
46238,0.32,0.64
46239,0.78,0.68
46240,0.33,0.64
46241,0.12,0.24
46242,0.13,0.09
46243,0.10,0.22
46244,0.20,0.46
46245,0.40,0.21
46246,0.32,0.28
46247,0.23,0.55
46248,0.09,0.08
46249,0.07,0.32
46250,0.27,0.47
46251,0.45,0.40
46252,0.42,0.65
46253,0.30,0.83
46254,0.25,0.43
46255,0.14,0.53
46256,0.08,0.66
46257,0.48,0.50
46258,0.23,0.68
46259,0.56,0.18
46260,0.56,0.36
46261,0.39,0.28
46262,0.55,0.80
46263,0.34,0.72
46264,0.18,0.90
46265,0.63,0.86
46266,0.25,0.39
46267,0.50,0.94
46268,0.31,0.82
46269,0.08,0.37
46270,0.08,0.23
46271,0.21,0.47
46272,0.08,0.16
46273,0.21,0.29
46274,0.62,0.76
46275,0.52,0.74
46276,0.31,0.13
46277,0.44,0.33
46278,0.21,0.25
46279,0.29,0.87
46280,0.02,0.11
46281,0.62,0.87
46282,0.24,0.22
46283,0.09,0.29
46284,0.08,0.11
46285,0.63,0.57
46286,0.20,0.70
46287,0.28,0.60
46288,0.07,0.07
46289,0.16,0.38
46290,0.26,0.64
46291,0.17,0.23
46292,0.13,0.32
46293,0.36,0.39
46294,0.14,0.63
46295,0.65,0.62
46296,0.50,0.69
46297,0.14,0.11
46298,0.10,0.18
46299,0.83,0.90
46300,0.45,0.32
46301,0.39,0.69
46302,0.10,0.63
46303,0.10,0.10
46304,0.44,0.86
46305,0.21,0.27
46306,0.03,0.01
46307,0.04,0.07
46308,0.23,0.18
46309,0.86,0.92
46310,0.11,0.09
46311,0.72,0.70
46312,0.17,0.74
46313,0.03,0.08
46314,0.28,0.86
46315,0.83,0.94
46316,0.41,0.25
46317,0.24,0.20
46318,0.03,0.08
46319,0.06,0.58
46320,0.48,0.41
46321,0.14,0.23
46322,0.07,0.14
46323,0.28,0.57
46324,0.18,0.54
46325,0.05,0.38
46326,0.14,0.66
46327,0.06,0.05
46328,0.15,0.06
46329,0.61,0.73
46330,0.11,0.19
46331,0.48,0.84
46332,0.83,0.95
46333,0.31,0.46
46334,0.15,0.13
46335,0.26,0.86
46336,0.37,0.75
46337,0.07,0.12
46338,0.26,0.40
46339,0.63,0.71
46340,0.76,0.85
46341,0.14,0.14
46342,0.31,0.74
46343,0.19,0.54
46344,0.79,0.93
46345,0.05,0.08
46346,0.51,0.49
46347,0.28,0.60
46348,0.55,0.84
46349,0.63,0.63
46350,0.16,0.13
46351,0.09,0.23
46352,0.13,0.32
46353,0.54,0.63
46354,0.39,0.61
46355,0.12,0.41
46356,0.54,0.82
46357,0.15,0.69
46358,0.09,0.20
46359,0.24,0.33
46360,0.08,0.15
46361,0.57,0.70
46362,0.20,0.37
46363,0.45,0.74
46364,0.14,0.81
46365,0.10,0.31
46366,0.30,0.83
46367,0.02,0.07
46368,0.42,0.42
46369,0.66,0.79
46370,0.45,0.84
46371,0.03,0.07
46372,0.06,0.11
46373,0.16,0.21
46374,0.31,0.46
46375,0.07,0.13
46376,0.46,0.27
46377,1.00,0.97
46378,0.41,0.60
46379,0.04,0.11
46380,0.10,0.08
46381,0.10,0.43
46382,0.24,0.21
46383,0.77,0.91
46384,0.56,0.53
46385,0.23,0.55
46386,0.28,0.69
46387,0.11,0.55
46388,0.61,0.48
46389,0.47,0.38
46390,0.10,0.54
46391,0.16,0.58
46392,0.04,0.05
46393,0.54,0.81
46394,0.50,0.77
46395,0.07,0.71
46396,0.46,0.57
46397,0.19,0.84
46398,0.09,0.57
46399,0.59,0.85
46400,0.63,0.59
46401,0.19,0.64
46402,0.46,0.69
46403,0.74,0.87
46404,0.80,0.73
46405,0.58,0.78
46406,0.04,0.08
46407,0.23,0.57
46408,0.31,0.35
46409,0.08,0.85
46410,0.07,0.14
46411,0.30,0.45
46412,0.09,0.20
46413,0.37,0.46
46414,0.04,0.04
46415,0.07,0.30
46416,0.44,0.89
46417,0.04,0.11
46418,0.23,0.61
46419,0.13,0.65
46420,0.06,0.10
46421,0.67,0.78
46422,0.54,0.60
46423,0.42,0.70
46424,0.12,0.16
46425,0.77,0.92
46426,0.65,0.56
46427,0.16,0.34
46428,0.14,0.52
46429,0.28,0.77
46430,0.06,0.35
46431,0.08,0.10
46432,0.55,0.88
46433,0.29,0.45
46434,0.44,0.77
46435,0.12,0.63
46436,0.06,0.17
46437,0.17,0.45
46438,0.65,0.68
46439,0.30,0.41
46440,0.25,0.58
46441,0.08,0.16
46442,0.45,0.70
46443,0.24,0.81
46444,0.10,0.04
46445,0.33,0.61
46446,0.13,0.24
46447,0.13,0.25
46448,0.19,0.64
46449,0.22,0.11
46450,0.17,0.22
46451,0.34,0.39
46452,0.43,0.50
46453,0.21,0.24
46454,0.14,0.11
46455,0.10,0.21
46456,0.06,0.31
46457,0.35,0.49
46458,0.33,0.95
46459,0.27,0.69
46460,0.74,0.86
46461,0.45,0.63
46462,0.13,0.67
46463,0.31,0.59
46464,0.10,0.44
46465,0.38,0.54
46466,0.31,0.62
46467,0.33,0.57
46468,0.07,0.11
46469,0.08,0.44
46470,0.27,0.91
46471,0.16,0.36
46472,0.13,0.37
46473,0.65,0.82
46474,0.74,0.89
46475,0.24,0.62
46476,0.80,0.96
46477,0.38,0.69
46478,0.57,0.74
46479,0.40,0.82
46480,0.12,0.44
46481,0.14,0.26
46482,0.26,0.39
46483,0.07,0.31
46484,0.06,0.29
46485,0.06,0.04
46486,0.39,0.89
46487,0.16,0.22
46488,0.11,0.40
46489,0.05,0.17
46490,0.02,0.10
46491,0.31,0.25
46492,0.75,0.65
46493,0.07,0.33
46494,0.04,0.06
46495,0.30,0.85
46496,0.17,0.12
46497,0.21,0.29
46498,0.06,0.09
46499,0.12,0.47
46500,0.51,0.65
46501,0.31,0.63
46502,0.07,0.17
46503,0.20,0.25
46504,0.21,0.43
46505,0.39,0.55
46506,0.12,0.13
46507,0.30,0.52
46508,0.03,0.09
46509,0.18,0.22
46510,0.19,0.20
46511,0.08,0.90
46512,0.09,0.78
46513,0.37,0.65
46514,0.70,0.83
46515,0.59,0.74
46516,0.24,0.46
46517,0.28,0.83
46518,0.28,0.80
46519,0.15,0.59
46520,0.06,0.14
46521,0.18,0.77
46522,0.17,0.48
46523,0.27,0.87
46524,0.21,0.64
46525,0.34,0.74
46526,0.12,0.21
46527,0.60,0.84
46528,0.43,0.40
46529,0.23,0.44
46530,0.84,0.87
46531,0.24,0.68
46532,0.52,0.28
46533,0.17,0.19
46534,0.31,0.86
46535,0.19,0.43
46536,0.50,0.70
46537,0.09,0.14
46538,0.03,0.07
46539,0.25,0.23
46540,0.29,0.57
46541,0.29,0.05
46542,0.17,0.72
46543,0.25,0.25
46544,0.58,0.72
46545,0.41,0.67
46546,0.27,0.17
46547,0.57,0.78
46548,0.17,0.89
46549,0.45,0.78
46550,0.07,0.14
46551,0.31,0.41
46552,0.12,0.69
46553,0.17,0.26
46554,0.49,0.59
46555,0.05,0.22
46556,0.95,0.80
46557,0.08,0.12
46558,0.61,0.49
46559,0.15,0.43
46560,0.08,0.08
46561,0.22,0.31
46562,0.27,0.95
46563,0.75,0.86
46564,0.39,0.55
46565,0.36,0.48
46566,0.29,0.24
46567,0.06,0.10
46568,0.86,0.96
46569,0.04,0.08
46570,0.16,0.14
46571,0.17,0.86
46572,0.25,0.37
46573,0.16,0.81
46574,0.14,0.43
46575,0.09,0.15
46576,0.15,0.56
46577,0.10,0.27
46578,0.22,0.79
46579,0.45,0.71
46580,0.18,0.58
46581,0.13,0.70
46582,0.12,0.09
46583,0.16,0.54
46584,0.14,0.36
46585,0.03,0.06
46586,0.68,0.81
46587,0.36,0.89
46588,0.10,0.08
46589,0.03,0.11
46590,0.50,0.64
46591,0.26,0.49
46592,0.11,0.58
46593,0.13,0.17
46594,0.15,0.55
46595,0.33,0.17
46596,0.91,0.90
46597,0.60,0.82
46598,0.15,0.74
46599,0.15,0.39
46600,0.13,0.18
46601,0.07,0.20
46602,0.51,0.90
46603,0.18,0.53
46604,0.19,0.28
46605,0.35,0.45
46606,0.26,0.50
46607,0.31,0.32
46608,0.10,0.06
46609,0.23,0.31
46610,0.33,0.50
46611,0.12,0.20
46612,0.04,0.07
46613,0.18,0.70
46614,0.20,0.87
46615,0.60,0.65
46616,0.09,0.09
46617,0.34,0.56
46618,0.75,0.42
46619,0.12,0.38
46620,0.20,0.14
46621,0.04,0.12
46622,0.60,0.81
46623,0.22,0.45
46624,0.26,0.54
46625,0.14,0.11
46626,0.62,0.61
46627,0.32,0.31
46628,0.14,0.28
46629,0.23,0.35
46630,0.39,0.68
46631,0.09,0.68
46632,0.14,0.84
46633,0.14,0.06
46634,0.10,0.72
46635,0.79,0.76
46636,0.07,0.36
46637,0.22,0.36
46638,0.02,0.11
46639,0.15,0.52
46640,0.70,0.83
46641,0.07,0.83
46642,0.18,0.61
46643,0.18,0.40
46644,0.06,0.12
46645,0.71,0.86
46646,0.17,0.29
46647,0.35,0.65
46648,0.45,0.63
46649,0.09,0.28
46650,0.30,0.38
46651,0.06,0.08
46652,0.13,0.19
46653,0.04,0.14
46654,0.59,0.38
46655,0.05,0.09
46656,0.21,0.51
46657,0.11,0.43
46658,0.57,0.83
46659,0.32,0.29
46660,0.06,0.57
46661,0.06,0.29
46662,0.03,0.04
46663,0.30,0.29
46664,0.14,0.69
46665,0.15,0.76
46666,0.20,0.20
46667,0.15,0.76
46668,0.17,0.08
46669,0.03,0.11
46670,0.44,0.46
46671,0.45,0.78
46672,0.19,0.54
46673,0.15,0.77
46674,0.12,0.48
46675,0.06,0.07
46676,0.12,0.30
46677,0.15,0.40
46678,0.20,0.34
46679,0.89,0.95
46680,0.03,0.07
46681,0.29,0.27
46682,0.81,0.92
46683,0.08,0.14
46684,0.13,0.21
46685,0.27,0.55
46686,0.17,0.20
46687,0.23,0.33
46688,0.16,0.50
46689,0.08,0.22
46690,0.94,0.92
46691,0.10,0.37
46692,0.29,0.58
46693,0.07,0.16
46694,0.16,0.19
46695,0.15,0.35
46696,0.50,0.64
46697,0.27,0.19
46698,0.08,0.83
46699,0.09,0.87
46700,0.30,0.54
46701,0.12,0.88
46702,0.08,0.13
46703,0.60,0.74
46704,0.42,0.53
46705,0.74,0.94
46706,0.05,0.72
46707,0.18,0.33
46708,0.23,0.75
46709,0.38,0.19
46710,0.17,0.29
46711,0.30,0.71
46712,0.50,0.63
46713,0.06,0.14
46714,0.15,0.44
46715,0.81,0.89
46716,0.27,0.38
46717,0.43,0.57
46718,0.40,0.77
46719,0.11,0.26
46720,0.19,0.22
46721,0.10,0.46
46722,0.15,0.37
46723,0.08,0.46
46724,0.16,0.19
46725,0.83,0.34
46726,0.82,0.79
46727,0.05,0.06
46728,0.17,0.25
46729,0.12,0.44
46730,0.07,0.19
46731,0.13,0.39
46732,0.29,0.34
46733,0.04,0.06
46734,0.13,0.67
46735,0.05,0.09
46736,0.05,0.06
46737,0.01,0.06
46738,0.50,0.74
46739,0.63,0.73
46740,0.18,0.75
46741,0.41,0.58
46742,0.23,0.71
46743,0.62,0.81
46744,0.15,0.70
46745,0.50,0.49
46746,0.45,0.24
46747,0.40,0.26
46748,0.10,0.17
46749,0.04,0.04
46750,0.23,0.74
46751,0.36,0.30
46752,0.18,0.56
46753,0.25,0.34
46754,0.22,0.59
46755,0.57,0.34
46756,0.22,0.39
46757,0.71,0.85
46758,0.72,0.64
46759,0.06,0.22
46760,0.41,0.53
46761,0.03,0.07
46762,0.03,0.08
46763,0.36,0.64
46764,0.11,0.15
46765,0.13,0.08
46766,0.09,0.67
46767,0.46,0.64
46768,0.08,0.25
46769,0.13,0.36
46770,0.33,0.78
46771,0.14,0.52
46772,0.10,0.19
46773,0.03,0.04
46774,0.14,0.35
46775,0.11,0.57
46776,0.55,0.72
46777,0.49,0.62
46778,0.18,0.64
46779,0.51,0.57
46780,0.48,0.43
46781,0.54,0.87
46782,0.09,0.79
46783,0.34,0.24
46784,0.10,0.13
46785,0.06,0.10
46786,0.10,0.29
46787,0.22,0.42
46788,0.60,0.63
46789,0.47,0.84
46790,0.51,0.59
46791,0.10,0.23
46792,0.12,0.51
46793,0.08,0.63
46794,0.16,0.34
46795,0.70,0.55
46796,0.11,0.65
46797,0.26,0.65
46798,0.10,0.22
46799,0.54,0.54
46800,0.41,0.59
46801,0.53,0.71
46802,0.17,0.83
46803,0.80,0.89
46804,0.15,0.59
46805,0.22,0.31
46806,0.17,0.39
46807,0.59,0.77
46808,0.11,0.11
46809,0.49,0.45
46810,0.24,0.19
46811,0.17,0.64
46812,0.08,0.64
46813,0.05,0.11
46814,0.25,0.39
46815,0.19,0.55
46816,0.10,0.86
46817,0.14,0.17
46818,0.08,0.12
46819,0.10,0.14
46820,0.18,0.85
46821,0.06,0.12
46822,0.57,0.87
46823,0.04,0.06
46824,0.10,0.21
46825,0.18,0.37
46826,0.14,0.51
46827,0.14,0.40
46828,0.09,0.18
46829,0.11,0.36
46830,0.24,0.59
46831,0.20,0.80
46832,0.38,0.53
46833,0.13,0.17
46834,0.39,0.67
46835,0.77,0.90
46836,0.14,0.66
46837,0.06,0.35
46838,0.40,0.37
46839,0.09,0.94
46840,0.40,0.55
46841,0.03,0.11
46842,0.33,0.67
46843,0.17,0.31
46844,0.22,0.62
46845,0.11,0.70
46846,0.23,0.48
46847,0.67,0.82
46848,0.45,0.15
46849,0.21,0.13
46850,0.50,0.63
46851,0.73,0.88
46852,0.30,0.76
46853,0.13,0.10
46854,0.07,0.16
46855,0.10,0.72
46856,0.30,0.35
46857,0.17,0.43
46858,0.07,0.06
46859,0.26,0.13
46860,0.47,0.82
46861,0.10,0.41
46862,0.21,0.16
46863,0.13,0.38
46864,0.04,0.07
46865,0.61,0.27
46866,0.27,0.24
46867,0.17,0.30
46868,0.62,0.80
46869,0.07,0.65
46870,0.12,0.42
46871,0.26,0.76
46872,0.04,0.04
46873,0.08,0.46
46874,0.07,0.17
46875,0.44,0.66
46876,0.21,0.69
46877,0.05,0.09
46878,0.10,0.20
46879,0.68,0.94
46880,0.33,0.58
46881,0.33,0.30
46882,0.20,0.61
46883,0.06,0.17
46884,0.04,0.06
46885,0.07,0.11
46886,0.07,0.36
46887,0.11,0.33
46888,0.37,0.55
46889,0.20,0.77
46890,0.11,0.30
46891,0.17,0.25
46892,0.86,0.87
46893,0.08,0.27
46894,0.05,0.15
46895,0.30,0.82
46896,0.09,0.36
46897,0.59,0.47
46898,0.45,0.66
46899,0.11,0.63
46900,0.30,0.21
46901,0.14,0.17
46902,0.11,0.76
46903,0.74,0.81
46904,0.12,0.20
46905,0.13,0.48
46906,0.09,0.24
46907,0.04,0.09
46908,0.08,0.46
46909,0.17,0.79
46910,0.20,0.91
46911,0.26,0.32
46912,0.12,0.56
46913,0.23,0.68
46914,0.31,0.41
46915,0.42,0.24
46916,0.17,0.43
46917,0.55,0.40
46918,0.09,0.10
46919,0.18,0.75
46920,0.26,0.74
46921,0.21,0.16
46922,0.11,0.12
46923,0.17,0.14
46924,0.20,0.60
46925,0.14,0.24
46926,0.22,0.83
46927,0.05,0.06
46928,0.44,0.89
46929,0.17,0.80
46930,0.34,0.61
46931,0.14,0.81
46932,0.30,0.54
46933,0.35,0.58
46934,0.13,0.12
46935,0.27,0.60
46936,0.20,0.35
46937,0.30,0.19
46938,0.04,0.09
46939,0.71,0.79
46940,0.03,0.05
46941,0.17,0.85
46942,0.30,0.28
46943,0.52,0.73
46944,0.59,0.87
46945,0.04,0.06
46946,0.09,0.66
46947,0.55,0.70
46948,0.45,0.65
46949,0.32,0.46
46950,0.33,0.62
46951,0.08,0.23
46952,0.15,0.81
46953,0.40,0.34
46954,0.18,0.67
46955,0.06,0.06
46956,0.72,0.81
46957,0.72,0.76
46958,0.49,0.65
46959,0.07,0.31
46960,0.11,0.26
46961,0.07,0.43
46962,0.18,0.19
46963,0.47,0.60
46964,0.73,0.93
46965,0.06,0.49
46966,0.37,0.32
46967,0.38,0.31
46968,0.78,0.77
46969,0.14,0.19
46970,0.18,0.27
46971,0.38,0.36
46972,0.84,0.89
46973,0.35,0.31
46974,0.39,0.58
46975,0.11,0.78
46976,0.33,0.46
46977,0.39,0.73
46978,0.19,0.86
46979,0.03,0.09
46980,0.33,0.71
46981,0.07,0.27
46982,0.18,0.67
46983,0.12,0.13
46984,0.83,0.86
46985,0.36,0.48
46986,0.11,0.28
46987,0.25,0.60
46988,0.19,0.51
46989,0.24,0.51
46990,0.21,0.73
46991,0.55,0.84
46992,0.77,0.79
46993,0.09,0.11
46994,0.10,0.27
46995,0.06,0.25
46996,0.12,0.22
46997,0.06,0.16
46998,0.27,0.31
46999,0.13,0.70
47000,0.29,0.70
47001,0.17,0.23
47002,0.51,0.77
47003,0.04,0.09
47004,0.12,0.33
47005,0.09,0.15
47006,0.08,0.17
47007,0.08,0.08
47008,0.23,0.42
47009,0.20,0.78
47010,0.28,0.51
47011,0.23,0.82
47012,0.06,0.44
47013,0.37,0.51
47014,0.34,0.44
47015,0.44,0.51
47016,0.76,0.87
47017,0.12,0.31
47018,0.44,0.82
47019,0.19,0.80
47020,0.11,0.10
47021,0.50,0.23
47022,0.14,0.72
47023,0.07,0.12
47024,0.14,0.22
47025,0.45,0.83
47026,0.10,0.70
47027,0.07,0.87
47028,0.22,0.20
47029,0.52,0.78
47030,0.22,0.81
47031,0.22,0.83
47032,0.28,0.87
47033,0.26,0.14
47034,0.63,0.32
47035,0.19,0.54
47036,0.05,0.17
47037,0.38,0.76
47038,0.02,0.09
47039,0.09,0.23
47040,0.42,0.78
47041,0.47,0.64
47042,0.05,0.11
47043,0.41,0.54
47044,0.14,0.08
47045,0.12,0.24
47046,0.09,0.11
47047,0.18,0.84
47048,0.40,0.80
47049,0.28,0.47
47050,0.22,0.31
47051,0.53,0.71
47052,0.55,0.85
47053,0.10,0.43
47054,0.26,0.35
47055,0.28,0.70
47056,0.20,0.25
47057,0.83,0.53
47058,0.36,0.47
47059,0.05,0.06
47060,0.38,0.59
47061,0.24,0.42
47062,0.21,0.88
47063,0.20,0.53
47064,0.25,0.21
